,Value,Name
175,"Previously, Mr. Olson was the Distinguished Visiting Practitioner in Residence teaching federal securities regulation at Cornell Law School and taught corporate governance at Northwestern University School of Law.  ",John F. Olson
175,"At Georgetown, he has taught courses on federal securities regulation and nonprofit organization governance.",John F. Olson
175,"A frequent lecturer at legal and business seminars, Professor Olson is the author of more than 100 articles and serves on the editorial advisory boards for a variety of securities and corporate law publications.",John F. Olson
175,"In the American Bar Association (ABA), Professor Olson was Chairman of the Business Law Section’s Corporate Governance Committee, and was a member of the Task Force on Corporate Responsibility appointed by the President of the ABA.  ",John F. Olson
175,He also was chairman of the ABA’s Federal Regulation of Securities Committee.,John F. Olson
175,"Also for the ABA, Professor Olson chaired the Task Force on Regulation of Insider Trading, which produced a comprehensive analysis of and report on U.S. Insider Trading law, and he chaired the Task Force which produced the third (2001) and fourth (2004) editions and was a member of the Task Force that wrote the seventh (2020) edition of The Corporate Director’s Guidebook.  ",John F. Olson
175,He has served for many years on the ABA’s Corporate Laws Committee.   ,John F. Olson
175,He was a member of the Legal Advisory Committee of the New York Stock Exchange and the Legal Advisory Board of the National Association of Securities Dealers (now FINRA).  ,John F. Olson
175,He was a founding trustee of the American College of Investment Counsel and was the inaugural chair of the American College of Governance Counsel.   ,John F. Olson
175,"Professor Olson was a founding partner of Gibson, Dunn & Crutcher’s Washington, D.C. office in 1977.  ",John F. Olson
175,"He has extensive experience in general representation of business organizations on corporate governance, corporate securities, corporate finance and merger and acquisition matters.  ",John F. Olson
175,"He has counseled many boards of directors and board committees on governance issues and in assessing shareholder litigation, responding to business combination proposals and conducting internal investigations.  ",John F. Olson
175,He also has represented firms and individuals in defense of Securities and Exchange Commission and other governmental investigations.,John F. Olson
175,Professor Olson led a team of his firm’s lawyers which advised the Board of the American Red Cross on a comprehensive audit of its governance practices in 2006 and led teams investigating corporate governance failures and other sensitive matters for a number of other nonprofit organizations.   ,John F. Olson
175,"In 2013, Professor Olson was elected to the permanent Directorship 100 Hall of Fame of the National Association of Corporate Directors.  ",John F. Olson
175,"Prior to his retirement from law practice in 2019, he was regularly ranked as one of the top securities advisory attorneys by Chambers USA and by The Best Lawyers in America.",John F. Olson
176,Father Orsy was formerly a professor of canon law at the Catholic University of America.,"Ladislas M. Orsy, S.J."
176,"He has taught Canon Law at the Gregorian University in Rome, Fordham University, the University of Fribourg, Switzerland, and the Law Center.","Ladislas M. Orsy, S.J."
176,Father Orsy is the author of nine books and more than two hundred articles on topics in theology and canon law.,"Ladislas M. Orsy, S.J."
176,"He is a regular visitor at the Law Center where he teaches Roman Law, History of Philosophy of Law, and Canon Law.","Ladislas M. Orsy, S.J."
177,"Joost Pauwelyn is Professor of International Law as well as Head of the International Law Department at the Graduate Institute of International and Development Studies (IHEID) in Geneva, Switzerland and Co-Director of the Institute’s Centre for Trade and Economic Integration (CTEI).  ",Joost Pauwelyn
177,He has been a Visiting Professor at Georgetown Law since 2014.,Joost Pauwelyn
177,"Joost specializes in international economic law, in particular the law of the World Trade Organization (WTO) and Foreign Investment Law.",Joost Pauwelyn
177,Joost also advises governments and non-state actors in WTO dispute settlement and investor-state arbitration.  ,Joost Pauwelyn
177,From 2007 to 2014 he was Senior Advisor with the law firm of King & Spalding LLC.  ,Joost Pauwelyn
177,"He is co-founder of TradeLab.org, an online platform aimed at broadening access to justice under trade and investment treaties.",Joost Pauwelyn
177,In Fall 2012 Joost was Visiting Professor at Stanford Law School and in Spring 2013 Visiting Professor at Harvard Law School.  ,Joost Pauwelyn
177,"Before joining the Graduate Institute in 2007, Joost was a tenured professor at Duke Law School.  ",Joost Pauwelyn
177,"He also taught at Neuchâtel, Columbia University and New York University.  ",Joost Pauwelyn
177,He served as legal officer at the WTO from 1996 to 2002 and practiced law at a major Brussels law firm.  ,Joost Pauwelyn
177,"Joost received degrees from the Universities of Namur and Leuven, Belgium as well as Oxford University and holds a doctorate from the University of Neuchâtel.",Joost Pauwelyn
177,He was appointed on the roster of WTO panelists and as arbitrator under Free Trade Agreements and the Energy Charter Treaty.,Joost Pauwelyn
177,He is a Member of the ICSID Panel of Conciliators.,Joost Pauwelyn
177,"In 2020, he was selected as one of ten arbitrators for the WTO’s interim appeal system (MPIA).",Joost Pauwelyn
177,"Joost is the author of one of the leading case books on International Trade Law (Aspen, 2016, 3nd ed., with A. Guzman & J. Hillman) and was Co-Editor in Chief of the Journal of International Economic Law from 2015 to 2020.",Joost Pauwelyn
178,Mark Gaston,Mark Gaston Pearce
178,Pearce is a visiting professor and the executive director of the Workers’ Rights Institute at Georgetown University Law Center.,Mark Gaston Pearce
178,"Mr. Pearce is a former Board Member and Chairman of the National Labor Relations Board (NLRB) who served by appointment of President Barack Obama for two terms, concluding in August 2018.",Mark Gaston Pearce
178,"Prior to assuming his positions at Georgetown, he was a visiting senior scholar and Lecturer at Cornell University’s School of Industrial Labor Relations.",Mark Gaston Pearce
178,"Born and raised in Brooklyn, New York Mr. Pearce is a graduate of Cornell University and State University of New York at Buffalo Law School.",Mark Gaston Pearce
178,"He began his career first as a Field Attorney and later, District Trial Specialist serving in several of the NLRB’s regional offices.",Mark Gaston Pearce
178,"Subsequent to entering private practice Mr. Pearce co-founded the labor law firm of Creighton, Pearce, Johnsen & Giroux.  ",Mark Gaston Pearce
